1.997e+05,1.8651e+05,2.053e+05,1.4303e+05,1.9078e+05,1.7922e+05,1.8835e+05,1.9035e+05,1.961e+05,1.9424e+05,1.9699e+05,2.0402e+05,1.514e+05,1.8538e+05,1.772e+05,1.8572e+05,1.7255e+05,1.9716e+05,1.9996e+05,1.7906e+05,1.7304e+05,1.7513e+05,1.9695e+05,1.733e+05,1.6849e+05,1.8402e+05,1.8512e+05,1.9197e+05,2.0379e+05,1.9646e+05,1.9112e+05,1.3878e+05,1.7735e+05,1.9074e+05,1.9328e+05,1.8685e+05,1.7839e+05,2.0276e+05,1.8564e+05,2.0248e+05,1.8983e+05,1.7963e+05,1.9495e+05,1.8703e+05,2.0335e+05,1.2246e+05,1.7029e+05,1.7998e+05
2.0149e+05,1.8838e+05,2.0737e+05,1.4698e+05,1.9365e+05,1.8086e+05,1.92e+05,1.9111e+05,1.9986e+05,1.9753e+05,2.0401e+05,2.0774e+05,1.5451e+05,1.8854e+05,1.7912e+05,1.8899e+05,1.7548e+05,2.0082e+05,2.0286e+05,1.8166e+05,1.7602e+05,1.7849e+05,1.9786e+05,1.7676e+05,1.7065e+05,1.8741e+05,1.8797e+05,1.9459e+05,2.0519e+05,1.9999e+05,1.9335e+05,1.4035e+05,1.8008e+05,1.9305e+05,1.959e+05,1.9049e+05,1.804e+05,2.0574e+05,1.8963e+05,2.0488e+05,1.9288e+05,1.8161e+05,1.9495e+05,1.9026e+05,2.0708e+05,1.255e+05,1.7318e+05,1.8364e+05
2.0436e+05,1.9174e+05,2.1048e+05,1.4995e+05,1.9715e+05,1.8094e+05,1.957e+05,1.9385e+05,2.039e+05,2.012e+05,2.0673e+05,2.1185e+05,1.601e+05,1.93e+05,1.8297e+05,1.927e+05,1.7988e+05,2.0351e+05,2.067e+05,1.8459e+05,1.7833e+05,1.8183e+05,1.9801e+05,1.7925e+05,1.7422e+05,1.902e+05,1.9181e+05,1.9611e+05,2.0858e+05,2.034e+05,1.978e+05,1.4346e+05,1.8303e+05,1.9744e+05,1.9826e+05,1.9468e+05,1.8451e+05,2.0998e+05,1.9312e+05,2.0775e+05,1.963e+05,1.8526e+05,1.9495e+05,1.9212e+05,2.1092e+05,1.2936e+05,1.77e+05,1.8707e+05
2.0697e+05,1.9394e+05,2.1385e+05,1.5359e+05,1.9965e+05,1.8094e+05,1.991e+05,1.9754e+05,2.0719e+05,2.0428e+05,2.0838e+05,2.1444e+05,1.6108e+05,1.9638e+05,1.8714e+05,1.9636e+05,1.8344e+05,2.0652e+05,2.0936e+05,1.8813e+05,1.8239e+05,1.8551e+05,1.9843e+05,1.8239e+05,1.7814e+05,1.9257e+05,1.945e+05,1.9929e+05,2.1126e+05,2.0746e+05,2.0067e+05,1.4661e+05,1.8695e+05,2.0041e+05,2.0118e+05,1.9676e+05,1.8779e+05,2.133e+05,1.9637e+05,2.103e+05,1.9936e+05,1.8849e+05,1.9585e+05,1.957e+05,2.1497e+05,1.3228e+05,1.8018e+05,1.9121e+05
2.1122e+05,1.9848e+05,2.1711e+05,1.5782e+05,2.0215e+05,1.8094e+05,2.0237e+05,2.0111e+05,2.1111e+05,2.08e+05,2.1245e+05,2.1783e+05,1.6528e+05,1.999e+05,1.9076e+05,2.0101e+05,1.883e+05,2.107e+05,2.1447e+05,1.911e+05,1.8619e+05,1.8805e+05,2.0019e+05,1.8619e+05,1.8292e+05,1.9667e+05,1.9737e+05,2.0405e+05,2.1497e+05,2.108e+05,2.0535e+05,1.509e+05,1.9186e+05,2.0513e+05,2.0473e+05,2.0133e+05,1.9226e+05,2.1551e+05,2.0146e+05,2.1479e+05,2.028e+05,1.919e+05,1.9792e+05,2.0038e+05,2.1873e+05,1.3595e+05,1.85e+05,1.9544e+05
2.1636e+05,2.0428e+05,2.226e+05,1.628e+05,2.0506e+05,1.8242e+05,2.0661e+05,2.0542e+05,2.1463e+05,2.1207e+05,2.1611e+05,2.2226e+05,1.6852e+05,2.027e+05,1.9076e+05,2.0896e+05,1.9181e+05,2.127e+05,2.1845e+05,1.953e+05,1.9032e+05,1.8805e+05,2.0085e+05,1.9279e+05,1.8446e+05,2.0023e+05,2.0101e+05,2.0572e+05,2.1884e+05,2.1397e+05,2.0901e+05,1.5538e+05,2.0262e+05,2.0947e+05,2.0989e+05,2.0717e+05,1.9826e+05,2.163e+05,2.0562e+05,2.2022e+05,2.0713e+05,1.966e+05,2.0055e+05,2.0221e+05,2.2468e+05,1.3914e+05,1.8818e+05,1.9937e+05
2.2066e+05,2.0796e+05,2.2673e+05,1.6711e+05,2.081e+05,1.8666e+05,2.1147e+05,2.1018e+05,2.1864e+05,2.1725e+05,2.1901e+05,2.2512e+05,1.7242e+05,2.0657e+05,1.9257e+05,2.1287e+05,1.9634e+05,2.1753e+05,2.2193e+05,1.9982e+05,1.9412e+05,1.8805e+05,2.0375e+05,1.995e+05,1.8804e+05,2.0429e+05,2.0436e+05,2.0747e+05,2.229e+05,2.1872e+05,2.1262e+05,1.5892e+05,2.0651e+05,2.1297e+05,2.1361e+05,2.1373e+05,2.0201e+05,2.213e+05,2.0893e+05,2.2345e+05,2.1177e+05,1.9912e+05,2.0373e+05,2.0634e+05,2.2779e+05,1.4339e+05,1.9249e+05,2.0339e+05
2.2425e+05,2.1226e+05,2.3037e+05,1.7179e+05,2.102e+05,1.9003e+05,2.1451e+05,2.1215e+05,2.2081e+05,2.2017e+05,2.2159e+05,2.2888e+05,1.7648e+05,2.1035e+05,1.9557e+05,2.1642e+05,2.0106e+05,2.2062e+05,2.2693e+05,2.0333e+05,1.9764e+05,1.8805e+05,2.0791e+05,2.0349e+05,1.9188e+05,2.0821e+05,2.072e+05,2.113e+05,2.2664e+05,2.2261e+05,2.1679e+05,1.6232e+05,2.1087e+05,2.1566e+05,2.1678e+05,2.1806e+05,2.0731e+05,2.218e+05,2.1298e+05,2.2786e+05,2.1604e+05,2.0182e+05,2.0639e+05,2.1061e+05,2.3169e+05,1.4692e+05,1.9514e+05,2.0724e+05
2.266e+05,2.1634e+05,2.3361e+05,1.7596e+05,2.1475e+05,1.9454e+05,2.1846e+05,2.1494e+05,2.2426e+05,2.2347e+05,2.2503e+05,2.3397e+05,1.8048e+05,2.1516e+05,1.9817e+05,2.2004e+05,2.0412e+05,2.2325e+05,2.3154e+05,2.0683e+05,2.0188e+05,1.8805e+05,2.118e+05,2.0534e+05,1.9506e+05,2.1167e+05,2.1134e+05,2.1538e+05,2.2902e+05,2.251e+05,2.2062e+05,1.6712e+05,2.1451e+05,2.1836e+05,2.2056e+05,2.2199e+05,2.1151e+05,2.2833e+05,2.1594e+05,2.313e+05,2.188e+05,2.0572e+05,2.1095e+05,2.1433e+05,2.3588e+05,1.5116e+05,1.9748e+05,2.1011e+05
2.3008e+05,2.2101e+05,2.3755e+05,1.7899e+05,2.1965e+05,1.9902e+05,2.2316e+05,2.173e+05,2.2821e+05,2.2708e+05,2.294e+05,2.389e+05,1.8344e+05,2.1847e+05,2.0339e+05,2.2498e+05,2.0918e+05,2.2722e+05,2.3495e+05,2.1144e+05,2.0678e+05,1.8805e+05,2.1498e+05,2.0809e+05,1.9854e+05,2.1659e+05,2.1441e+05,2.1973e+05,2.3331e+05,2.2933e+05,2.2371e+05,1.6998e+05,2.1871e+05,2.2226e+05,2.2389e+05,2.2469e+05,2.1471e+05,2.335e+05,2.2004e+05,2.3501e+05,2.2323e+05,2.1016e+05,2.144e+05,2.1647e+05,2.3838e+05,1.5632e+05,2.0192e+05,2.1411e+05
2.3267e+05,2.2487e+05,2.4073e+05,1.8219e+05,2.2296e+05,2.0207e+05,2.2702e+05,2.2131e+05,2.3203e+05,2.3108e+05,2.3224e+05,2.4215e+05,1.8431e+05,2.2163e+05,2.0587e+05,2.2739e+05,2.1278e+05,2.3038e+05,2.3657e+05,2.1433e+05,2.0846e+05,1.8805e+05,2.1776e+05,2.0892e+05,2.0222e+05,2.2001e+05,2.1548e+05,2.2355e+05,2.3519e+05,2.3222e+05,2.2714e+05,1.7359e+05,2.201e+05,2.2568e+05,2.2782e+05,2.2574e+05,2.186e+05,2.3608e+05,2.2294e+05,2.3859e+05,2.2677e+05,2.1344e+05,2.1738e+05,2.196e+05,2.4149e+05,1.5906e+05,2.0555e+05,2.1509e+05
2.367e+05,2.2877e+05,2.4426e+05,1.8579e+05,2.2708e+05,2.0626e+05,2.313e+05,2.2479e+05,2.361e+05,2.3453e+05,2.3623e+05,2.4592e+05,1.8917e+05,2.2509e+05,2.092e+05,2.318e+05,2.1545e+05,2.3337e+05,2.3979e+05,2.1724e+05,2.1156e+05,1.8805e+05,2.2099e+05,2.1326e+05,2.0701e+05,2.2481e+05,2.1597e+05,2.2832e+05,2.3926e+05,2.3473e+05,2.2999e+05,1.7758e+05,2.2447e+05,2.2973e+05,2.3107e+05,2.2771e+05,2.2122e+05,2.3654e+05,2.2704e+05,2.4238e+05,2.3049e+05,2.1746e+05,2.2051e+05,2.2316e+05,2.4417e+05,1.6114e+05,2.0907e+05,2.1509e+05
2.4013e+05,2.3246e+05,2.4801e+05,1.8979e+05,2.3116e+05,2.1149e+05,2.3382e+05,2.2844e+05,2.3899e+05,2.3709e+05,2.4059e+05,2.4995e+05,1.9283e+05,2.2954e+05,2.1456e+05,2.3591e+05,2.19e+05,2.3588e+05,2.4224e+05,2.2191e+05,2.1609e+05,1.8805e+05,2.2497e+05,2.1654e+05,2.1051e+05,2.2709e+05,2.1597e+05,2.3226e+05,2.4295e+05,2.3521e+05,2.3478e+05,1.8154e+05,2.2898e+05,2.3134e+05,2.3279e+05,2.291e+05,2.2578e+05,2.3812e+05,2.3188e+05,2.4694e+05,2.3504e+05,2.2108e+05,2.254e+05,2.251e+05,2.463e+05,1.6517e+05,2.1241e+05,2.1509e+05
2.4441e+05,2.3712e+05,2.5044e+05,1.9367e+05,2.3522e+05,2.1569e+05,2.3668e+05,2.3387e+05,2.4102e+05,2.4157e+05,2.4529e+05,2.5362e+05,1.9662e+05,2.3402e+05,2.1837e+05,2.4001e+05,2.23e+05,2.4059e+05,2.4503e+05,2.2556e+05,2.1941e+05,1.8805e+05,2.2783e+05,2.2024e+05,2.1387e+05,2.3038e+05,2.1597e+05,2.3517e+05,2.4709e+05,2.3522e+05,2.3894e+05,1.8468e+05,2.3146e+05,2.324e+05,2.3279e+05,2.2915e+05,2.3044e+05,2.4166e+05,2.3509e+05,2.5003e+05,2.3961e+05,2.2386e+05,2.2886e+05,2.2701e+05,2.493e+05,1.6928e+05,2.1378e+05,2.1509e+05
2.476e+05,2.4238e+05,2.5364e+05,1.9872e+05,2.3911e+05,2.1767e+05,2.4105e+05,2.3828e+05,2.4554e+05,2.4522e+05,2.5035e+05,2.5705e+05,2.0084e+05,2.3874e+05,2.2234e+05,2.4476e+05,2.2816e+05,2.46e+05,2.4643e+05,2.2957e+05,2.2293e+05,1.8805e+05,2.3161e+05,2.2443e+05,2.1844e+05,2.3528e+05,2.1597e+05,2.4003e+05,2.494e+05,2.3773e+05,2.4436e+05,1.8902e+05,2.3619e+05,2.324e+05,2.3279e+05,2.3263e+05,2.3546e+05,2.4402e+05,2.3965e+05,2.5323e+05,2.4329e+05,2.2967e+05,2.3459e+05,2.2934e+05,2.529e+05,1.7419e+05,2.1862e+05,2.1509e+05
2.5276e+05,2.4644e+05,2.551e+05,2.0255e+05,2.4224e+05,2.1951e+05,2.4564e+05,2.42e+05,2.4895e+05,2.4726e+05,2.5438e+05,2.611e+05,2.0587e+05,2.4349e+05,2.2616e+05,2.495e+05,2.3223e+05,2.4883e+05,2.5012e+05,2.3365e+05,2.2739e+05,1.8805e+05,2.3617e+05,2.2832e+05,2.2228e+05,2.3943e+05,2.2027e+05,2.4331e+05,2.5298e+05,2.4097e+05,2.4718e+05,1.9246e+05,2.4017e+05,2.3463e+05,2.3279e+05,2.3539e+05,2.387e+05,2.4671e+05,2.441e+05,2.5449e+05,2.4678e+05,2.336e+05,2.3916e+05,2.3432e+05,2.5747e+05,1.7786e+05,2.2257e+05,2.1509e+05
2.5585e+05,2.4934e+05,2.5855e+05,2.0585e+05,2.4687e+05,2.2308e+05,2.4916e+05,2.4573e+05,2.5251e+05,2.5127e+05,2.5662e+05,2.6461e+05,2.104e+05,2.4751e+05,2.3099e+05,2.5351e+05,2.3597e+05,2.5388e+05,2.5142e+05,2.3512e+05,2.2986e+05,1.8805e+05,2.3877e+05,2.3198e+05,2.2425e+05,2.441e+05,2.2371e+05,2.4632e+05,2.5711e+05,2.4594e+05,2.5114e+05,1.9558e+05,2.4336e+05,2.3888e+05,2.3282e+05,2.3816e+05,2.4326e+05,2.4986e+05,2.471e+05,2.5506e+05,2.498e+05,2.371e+05,2.4285e+05,2.3621e+05,2.6202e+05,1.8215e+05,2.2787e+05,2.1509e+05
2.6031e+05,2.5378e+05,2.6123e+05,2.0925e+05,2.516e+05,2.2738e+05,2.5285e+05,2.5022e+05,2.5617e+05,2.5522e+05,2.5964e+05,2.6827e+05,2.151e+05,2.4905e+05,2.3465e+05,2.5688e+05,2.3995e+05,2.5832e+05,2.5567e+05,2.3655e+05,2.3381e+05,1.8805e+05,2.4334e+05,2.3634e+05,2.2811e+05,2.4859e+05,2.2781e+05,2.5002e+05,2.6112e+05,2.5074e+05,2.5621e+05,2.0005e+05,2.4672e+05,2.4283e+05,2.3511e+05,2.4211e+05,2.4605e+05,2.5447e+05,2.5168e+05,2.5506e+05,2.5281e+05,2.4195e+05,2.4777e+05,2.4027e+05,2.6463e+05,1.8637e+05,2.324e+05,2.1509e+05
2.643e+05,2.5559e+05,2.6485e+05,2.1203e+05,2.5337e+05,2.3123e+05,2.5546e+05,2.5334e+05,2.6043e+05,2.5948e+05,2.6395e+05,2.7125e+05,2.1924e+05,2.5304e+05,2.3755e+05,2.6147e+05,2.4332e+05,2.6215e+05,2.5924e+05,2.3984e+05,2.3758e+05,1.8815e+05,2.437e+05,2.3965e+05,2.3224e+05,2.5261e+05,2.3301e+05,2.5285e+05,2.6442e+05,2.5452e+05,2.598e+05,2.0407e+05,2.5107e+05,2.4645e+05,2.3891e+05,2.4608e+05,2.491e+05,2.5846e+05,2.5611e+05,2.5506e+05,2.5614e+05,2.4635e+05,2.5138e+05,2.437e+05,2.6897e+05,1.8936e+05,2.356e+05,2.1564e+05
2.6795e+05,2.5584e+05,2.6886e+05,2.158e+05,2.56e+05,2.3543e+05,2.5952e+05,2.5778e+05,2.6536e+05,2.6441e+05,2.6775e+05,2.7658e+05,2.2115e+05,2.5804e+05,2.411e+05,2.6541e+05,2.4709e+05,2.666e+05,2.64e+05,2.4439e+05,2.4109e+05,1.8979e+05,2.4468e+05,2.422e+05,2.3672e+05,2.5618e+05,2.3784e+05,2.5795e+05,2.6783e+05,2.591e+05,2.6395e+05,2.0792e+05,2.5533e+05,2.4837e+05,2.4276e+05,2.494e+05,2.5374e+05,2.6178e+05,2.5913e+05,2.5637e+05,2.6017e+05,2.4997e+05,2.5602e+05,2.4757e+05,2.7337e+05,1.9509e+05,2.3983e+05,2.1978e+05
2.7233e+05,2.6025e+05,2.7314e+05,2.1852e+05,2.5913e+05,2.3837e+05,2.6174e+05,2.6174e+05,2.6851e+05,2.6808e+05,2.7212e+05,2.808e+05,2.2457e+05,2.6204e+05,2.4558e+05,2.6799e+05,2.5069e+05,2.691e+05,2.6796e+05,2.4752e+05,2.446e+05,1.9264e+05,2.4897e+05,2.457e+05,2.3934e+05,2.5961e+05,2.4085e+05,2.6158e+05,2.7076e+05,2.6308e+05,2.6816e+05,2.1201e+05,2.5956e+05,2.5305e+05,2.4575e+05,2.5342e+05,2.5784e+05,2.6635e+05,2.6317e+05,2.6168e+05,2.6468e+05,2.5418e+05,2.6028e+05,2.5115e+05,2.7497e+05,1.9963e+05,2.4436e+05,2.2335e+05
